batch_id,timestamp,ligne,produit,temperature_c,pression_bar,ph,debit_l_min,energie_kwh,temps_cycle_min,rendement_pct,taux_rebut_pct,cout_batch_mad,emission_co2_kg,alarme,operateur,qualite_finale
PROC-01322,2026-05-05 09:30,Réacteur 1,Batch P1,73.35,1.98,7.01,89.95,101.84,75.2,90.1,2.3,1922.92,63.14,Aucune,Equipe C,Conforme
PROC-01323,2026-06-12 11:00,Ligne B,Batch P1,63.0,3.25,7.48,80.12,,91.5,78.13,6.91,2342.56,51.61,Pression,Equipe B,Conforme
PROC-01324,2026-01-08 12:30,Ligne A,Batch P3,67.88,2.13,6.59,111.96,111.45,102.5,82.01,4.76,1797.09,69.1,Aucune,Equipe C,Conforme
PROC-01325,2026-06-02 06:15,Ligne C,Batch P1,60.03,3.93,7.64,106.86,116.37,102.7,87.07,5.15,2144.32,72.15,pH,Equipe A,Conforme
PROC-01326,2026-04-04 20:15,Réacteur 2,Batch P1,70.82,3.53,7.11,102.23,113.6,133.5,89.38,4.53,2995.38,70.43,Aucune,Equipe C,Conforme
PROC-01327,2026-03-03 16:30,Ligne A,Batch P2,61.1,3.72,6.79,125.91,113.98,100.2,80.45,0.0,1592.91,70.67,Débit,Equipe B,Conforme
PROC-01328,2026-02-27 08:15,Ligne B,Batch P1,66.33,3.46,6.64,101.67,78.27,123.3,78.98,2.13,2617.12,48.53,Aucune,Equipe B,À contrôler
PROC-01329,2026-01-19 07:15,Ligne B,Batch P4,62.98,3.06,6.03,81.76,47.93,111.3,83.66,1.81,1534.03,29.72,pH,Equipe C,À contrôler
PROC-01330,2026-04-21 11:00,Ligne C,Batch P3,81.58,3.89,7.25,98.2,97.63,86.9,91.44,4.35,1822.81,60.53,Aucune,Equipe C,Non conforme
PROC-01331,2026-05-15 17:45,Réacteur 1,Batch P4,61.7,4.19,7.16,107.6,184.22,80.0,88.13,4.6,1453.8,114.22,Température,Equipe A,Conforme
PROC-01332,2026-01-08 06:30,Ligne B,Batch P2,64.31,2.21,6.93,122.8,162.33,91.3,87.96,2.66,2840.46,100.65,Pression,Equipe C,Conforme
PROC-01333,2026-05-09 06:15,Ligne A,Batch P3,64.08,2.95,6.55,98.75,,70.3,82.49,8.16,2322.5,97.79,Aucune,Equipe A,Conforme
PROC-01334,2026-01-07 13:30,Réacteur 2,Batch P1,82.07,4.65,7.03,127.25,119.39,120.3,83.72,0.79,1592.25,74.02,Aucune,Equipe A,Conforme
PROC-01335,2026-06-06 11:30,Ligne B,Batch P1,75.09,3.73,7.89,149.61,205.94,98.0,87.33,6.08,1326.82,127.68,Aucune,Equipe C,Conforme
PROC-01336,2026-02-02 19:30,Réacteur 2,Batch P3,59.64,2.25,7.44,120.37,204.73,104.3,76.4,3.4,3585.48,126.93,Aucune,Equipe B,Conforme
PROC-01337,2026-05-21 14:15,Réacteur 2,Batch P1,66.89,2.79,7.62,108.68,78.21,105.4,99.0,7.22,2643.56,48.49,Aucune,Equipe B,Conforme
PROC-01338,2026-04-13 06:15,Ligne B,Batch P3,74.17,2.02,6.43,116.5,93.5,69.2,79.46,0.43,1978.31,57.97,Aucune,Equipe A,Conforme
PROC-01339,2026-03-27 14:30,Réacteur 1,Batch P4,69.24,3.58,7.26,88.57,168.97,113.8,83.82,0.99,2380.9,104.76,Aucune,Equipe C,Conforme
PROC-01340,2026-01-15 14:45,Ligne A,Batch P1,71.86,3.14,6.31,110.77,124.58,82.6,81.97,4.51,987.86,77.24,pH,Equipe A,Conforme
PROC-01341,2026-05-14 16:30,Ligne B,Batch P3,59.5,3.78,6.32,98.98,61.74,104.0,77.44,3.27,1785.7,38.28,Débit,Equipe B,Conforme
PROC-01342,2026-05-02 12:45,Réacteur 2,Batch P4,73.37,3.59,6.61,113.8,164.8,94.3,94.59,4.73,3405.06,102.17,Aucune,Equipe B,Conforme
PROC-01343,2026-03-19 19:45,Ligne C,Batch P3,61.23,3.26,7.31,84.73,270.86,97.5,87.64,2.77,3334.17,167.93,Aucune,Equipe B,À contrôler
PROC-01344,2026-04-24 15:45,Réacteur 1,Batch P1,54.21,3.26,7.68,131.1,102.95,96.6,80.49,3.32,3008.43,63.83,Aucune,Equipe B,Conforme
PROC-01345,2026-01-06 20:45,Réacteur 1,Batch P4,78.74,3.46,6.74,130.67,133.59,82.0,95.28,5.83,1572.05,82.82,Pression,Equipe A,Conforme
PROC-01346,2026-01-05 09:00,Réacteur 1,Batch P1,,3.08,7.59,115.17,183.95,58.6,78.18,0.91,2229.36,114.05,Aucune,Equipe B,Conforme
PROC-01347,2026-03-07 13:00,Réacteur 2,Batch P1,69.17,3.43,7.24,127.4,215.9,92.1,84.2,1.06,1790.5,133.86,Aucune,Equipe B,Conforme
PROC-01348,2026-02-19 10:45,Ligne A,Batch P2,66.5,3.27,6.14,105.34,117.11,73.7,81.85,6.75,1051.24,72.61,Aucune,Equipe C,Conforme
PROC-01349,2026-01-26 18:30,Réacteur 1,Batch P3,68.39,2.14,7.03,117.32,109.41,92.6,73.06,1.85,1815.18,67.83,Aucune,Equipe C,À contrôler
PROC-01350,2026-06-26 09:00,Réacteur 1,Batch P1,68.02,4.37,7.12,95.37,291.26,78.5,83.99,1.36,2615.68,180.58,pH,Equipe B,À contrôler
PROC-01351,2026-01-27 13:45,Réacteur 2,Batch P3,88.89,3.85,7.83,88.72,53.08,83.4,70.6,0.79,1773.68,32.91,Aucune,Equipe C,Conforme
PROC-01352,2026-05-26 14:30,Réacteur 2,Batch P4,78.3,,7.33,84.99,121.7,72.1,81.1,2.72,3425.52,75.45,pH,Equipe C,Conforme
PROC-01353,2026-04-08 08:45,Réacteur 1,Batch P1,72.61,4.03,6.84,149.27,105.84,109.9,82.64,5.1,3190.92,65.62,Aucune,Equipe C,Conforme
PROC-01354,2026-02-01 08:45,Ligne B,Batch P3,78.98,4.47,6.65,130.33,91.33,121.6,87.67,4.24,2850.23,56.62,Aucune,Equipe A,Conforme
PROC-01355,2026-06-23 13:15,Ligne A,Batch P2,71.6,3.75,7.48,67.88,57.87,99.1,90.61,1.23,2873.03,35.88,Aucune,Equipe B,À contrôler
PROC-01356,2026-02-01 14:15,Réacteur 1,Batch P4,65.29,3.61,7.5,88.23,147.48,79.4,90.32,0.0,1757.11,91.44,Aucune,Equipe A,Conforme
PROC-01357,2026-02-17 17:00,Ligne B,Batch P2,63.91,4.41,8.8,142.44,273.2,112.3,91.72,2.26,1978.11,169.39,Aucune,Equipe A,Conforme
PROC-01358,2026-01-10 08:30,Ligne B,Batch P1,65.49,2.45,7.38,120.39,99.05,96.5,82.52,1.88,2984.88,61.41,Aucune,Equipe C,Non conforme
PROC-01359,2026-02-07 22:45,Ligne A,Batch P4,66.22,3.41,7.44,99.7,169.47,93.8,90.31,7.95,2069.66,105.07,Aucune,Equipe B,Conforme
PROC-01360,2026-02-19 14:30,Ligne C,Batch P4,69.6,2.41,7.2,149.03,196.11,86.9,71.69,3.45,2228.6,121.59,Aucune,Equipe C,Conforme
PROC-01361,2026-04-28 11:15,Réacteur 1,Batch P1,68.83,2.46,7.56,80.16,65.71,92.6,91.81,5.04,2633.0,40.74,Aucune,Equipe C,Conforme
PROC-01362,2026-05-26 18:00,Ligne A,Batch P3,65.01,3.49,7.72,139.16,63.74,106.0,93.71,4.91,2862.65,39.52,Aucune,Equipe C,Conforme
PROC-01363,2026-02-16 07:15,Réacteur 2,Batch P2,79.56,2.27,6.02,,111.87,87.2,91.92,3.65,3378.32,69.36,Aucune,Equipe A,Conforme
PROC-01364,2026-02-12 17:45,Réacteur 1,Batch P1,63.66,3.37,7.14,143.8,98.87,,87.73,0.0,1002.38,61.3,Aucune,Equipe C,Conforme
PROC-01365,2026-02-08 22:00,Réacteur 2,Batch P3,59.88,3.61,6.78,99.75,386.51,68.9,87.43,2.81,3810.16,239.64,Pression,Equipe C,Conforme
PROC-01366,2026-02-27 19:15,Réacteur 2,Batch P4,67.56,2.32,6.23,153.74,173.64,133.5,88.47,3.5,1860.59,107.66,Température,Equipe C,Conforme
PROC-01367,2026-01-02 11:45,Ligne C,Batch P4,70.01,2.04,6.66,121.51,145.06,84.7,90.3,4.59,1532.68,89.94,Aucune,Equipe A,Conforme
PROC-01368,2026-02-21 21:30,Ligne B,Batch P4,61.58,3.45,6.75,129.87,103.59,94.1,89.64,7.46,1039.35,64.22,Aucune,Equipe B,Conforme
PROC-01369,2026-06-21 20:45,Réacteur 2,Batch P4,80.93,4.74,8.26,117.88,47.39,80.8,85.84,5.9,2959.07,29.38,Aucune,Equipe B,Conforme
PROC-01370,2026-03-02 20:00,Ligne B,Batch P3,70.65,4.12,7.53,114.4,248.78,86.7,88.53,,2659.41,154.24,Aucune,Equipe C,Conforme
PROC-01371,2026-01-23 12:45,Ligne B,Batch P2,65.63,3.31,7.32,100.05,161.23,78.4,89.55,0.0,3388.66,99.96,Aucune,Equipe C,Conforme
PROC-01372,2026-02-03 16:15,Ligne B,Batch P1,75.57,3.41,7.65,86.62,62.59,110.1,74.88,3.64,3363.04,38.81,Aucune,Equipe B,Non conforme
PROC-01373,2026-04-02 06:30,Réacteur 2,Batch P2,80.39,3.82,7.25,124.79,73.47,81.5,84.12,4.15,3178.52,45.55,Aucune,Equipe A,Conforme
PROC-01374,2026-03-06 14:15,Ligne A,Batch P3,72.39,3.65,7.66,125.09,232.89,82.2,97.45,2.87,2960.74,144.39,Aucune,Equipe B,Conforme
PROC-01375,2026-04-13 20:30,Réacteur 1,Batch P2,84.57,2.33,7.02,103.31,228.71,91.0,77.34,6.84,2436.34,141.8,Aucune,Equipe B,Conforme
PROC-01376,2026-04-25 22:30,Ligne A,Batch P3,70.14,2.42,5.8,106.56,185.72,98.1,77.84,5.72,2089.79,115.15,Aucune,Equipe C,Conforme
PROC-01377,2026-02-19 12:30,Réacteur 2,Batch P2,87.98,2.34,7.55,89.38,149.42,79.8,92.67,3.55,1583.79,92.64,Aucune,Equipe B,Conforme
PROC-01378,2026-06-18 08:00,Ligne A,Batch P1,85.85,3.23,6.12,109.47,258.85,87.5,78.13,5.7,2087.33,160.48,Aucune,Equipe C,Conforme
PROC-01379,2026-05-19 14:45,Réacteur 1,Batch P1,46.21,4.06,8.03,64.11,302.8,80.3,89.2,4.02,1818.4,187.74,Aucune,Equipe C,Conforme
PROC-01380,2026-04-13 13:45,Ligne B,Batch P4,78.29,3.67,7.03,117.43,56.54,93.2,90.75,2.13,931.74,35.05,Aucune,Equipe B,Conforme
PROC-01381,2026-02-23 16:45,Ligne B,Batch P1,79.14,2.64,6.42,123.02,138.7,100.7,93.0,0.42,3386.05,85.99,pH,Equipe C,Conforme
PROC-01382,2026-05-08 13:15,Réacteur 2,Batch P4,72.58,2.78,7.23,78.09,160.91,97.6,92.48,4.67,3384.53,99.77,Aucune,Equipe A,Conforme
PROC-01383,2026-06-03 06:00,Réacteur 2,Batch P4,71.5,2.3,6.81,133.72,113.05,95.9,86.28,1.96,2557.15,70.09,Aucune,Equipe B,Conforme
PROC-01384,2026-05-06 07:45,Ligne A,Batch P1,78.06,3.96,7.67,95.62,158.63,108.8,81.88,5.01,2884.7,98.35,Aucune,Equipe B,Non conforme
PROC-01385,2026-02-25 06:30,Réacteur 2,Batch P2,61.33,4.12,7.08,104.44,82.79,105.5,82.4,6.75,2035.02,51.33,Aucune,Equipe B,Non conforme
PROC-01386,2026-05-12 17:30,Réacteur 2,Batch P3,73.21,2.33,7.34,153.33,43.33,122.2,94.14,4.28,2973.11,26.87,Aucune,Equipe A,Conforme
PROC-01387,2026-05-20 19:15,Ligne B,Batch P1,76.86,4.54,6.89,113.41,228.87,113.1,86.79,4.73,2545.89,141.9,Aucune,Equipe A,Conforme
PROC-01388,2026-05-22 09:45,Ligne A,Batch P4,73.22,3.8,6.45,121.25,75.02,85.3,93.98,2.89,2798.23,46.51,Aucune,Equipe A,Conforme
PROC-01389,2026-05-27 20:45,Réacteur 2,Batch P4,63.7,1.59,7.23,112.06,127.0,70.1,80.17,4.35,1388.07,78.74,Aucune,Equipe A,Conforme
PROC-01390,2026-01-28 12:30,Ligne A,Batch P2,82.1,2.41,7.28,82.32,153.59,81.3,82.75,3.13,3575.19,95.23,Aucune,Equipe B,Conforme
PROC-01391,2026-05-04 19:15,Réacteur 2,Batch P4,69.41,3.55,6.56,89.5,159.82,103.2,85.7,1.64,2617.27,99.09,Température,Equipe B,Conforme
PROC-01392,2026-06-11 20:00,Réacteur 1,Batch P3,76.29,3.45,6.42,137.01,152.28,96.4,86.23,4.97,1787.11,94.41,Aucune,Equipe C,Conforme
PROC-01393,2026-05-22 14:45,Ligne A,Batch P1,73.09,3.19,6.38,102.39,85.12,101.5,83.42,1.05,2769.06,52.77,pH,Equipe C,À contrôler
PROC-01394,2026-04-12 07:15,Ligne B,Batch P2,77.37,4.87,6.88,94.91,153.03,116.8,77.88,8.84,1661.73,94.88,Aucune,Equipe C,Conforme
PROC-01395,2026-05-10 14:30,Réacteur 1,Batch P1,67.49,3.4,7.67,81.24,38.88,97.8,87.65,6.41,1654.01,24.1,Aucune,Equipe C,Conforme
PROC-01396,2026-02-27 07:30,Ligne C,Batch P4,61.3,3.85,7.74,123.25,117.1,116.1,80.41,2.14,2980.56,72.6,Aucune,Equipe C,Conforme
PROC-01397,2026-02-01 22:15,Ligne A,Batch P4,68.93,2.27,7.93,86.95,106.65,83.4,88.6,4.47,1533.36,66.12,Aucune,Equipe B,Conforme
PROC-01398,2026-06-18 11:00,Réacteur 1,Batch P3,69.78,2.39,7.18,113.94,302.66,86.7,88.14,6.53,2006.56,187.65,Température,Equipe C,Conforme
PROC-01399,2026-01-27 10:45,Ligne C,Batch P4,88.2,4.29,7.08,92.02,146.75,114.7,91.38,5.33,3508.13,90.98,Aucune,Equipe B,Conforme
PROC-01400,2026-02-03 21:45,Ligne A,Batch P4,76.74,2.85,7.51,119.77,174.66,64.4,82.38,2.42,2056.77,108.29,Pression,Equipe B,Conforme
PROC-01401,2026-03-08 13:30,Ligne A,Batch P2,81.59,2.32,6.29,102.62,109.75,112.9,94.41,0.0,1296.47,68.04,Aucune,Equipe B,Conforme
PROC-01402,2026-02-06 21:30,Réacteur 1,Batch P4,66.73,2.94,7.48,119.94,188.4,114.2,83.3,6.14,1336.74,116.81,Aucune,Equipe B,Conforme
PROC-01403,2026-04-02 13:15,Réacteur 2,Batch P2,67.75,3.73,6.9,113.02,120.9,93.4,86.75,1.73,1894.07,74.96,Aucune,Equipe A,Conforme
PROC-01404,2026-05-04 16:00,Ligne A,Batch P4,65.49,2.7,6.59,146.03,191.95,84.5,87.84,0.0,2107.57,119.01,Aucune,Equipe C,Conforme
PROC-01405,2026-02-15 06:45,Ligne C,Batch P1,70.83,3.55,7.53,142.55,123.54,104.3,91.54,6.05,2231.48,76.59,Aucune,Equipe A,Non conforme
PROC-01406,2026-06-15 11:30,Réacteur 1,Batch P2,50.17,3.79,7.62,85.91,191.38,96.3,85.69,9.37,1744.85,118.65,Aucune,Equipe A,Conforme
PROC-01407,2026-02-21 11:45,Ligne B,Batch P3,80.49,1.9,6.89,106.58,82.15,94.2,85.29,5.06,3218.31,50.94,Aucune,Equipe B,Conforme
PROC-01408,2026-02-26 15:00,Ligne B,Batch P2,73.27,3.17,7.13,125.53,106.55,78.5,98.77,1.44,2359.82,66.06,Température,Equipe A,Conforme
PROC-01409,2026-06-10 20:45,Ligne A,Batch P2,70.47,3.0,6.22,136.56,124.22,91.8,81.37,1.54,1144.6,77.02,Aucune,Equipe C,Conforme
PROC-01410,2026-01-05 12:45,Réacteur 2,Batch P4,72.8,2.35,7.8,123.28,210.58,95.2,84.14,2.6,1087.41,130.56,Débit,Equipe C,Conforme
PROC-01411,2026-01-31 17:15,Ligne B,Batch P4,63.61,1.12,8.87,82.61,230.42,118.2,80.97,1.16,1969.55,142.86,Température,Equipe A,À contrôler
PROC-01412,2026-05-27 14:30,Ligne B,Batch P3,66.46,3.07,6.24,93.69,378.9,94.1,92.8,6.09,1995.07,234.92,Aucune,Equipe A,Conforme
PROC-01413,2026-06-18 10:30,Ligne A,Batch P2,82.28,3.98,7.03,111.99,321.73,90.0,98.9,4.23,2289.07,199.47,pH,Equipe B,Conforme
PROC-01414,2026-06-29 12:45,Ligne C,Batch P2,74.53,2.6,7.35,80.81,196.12,128.5,84.28,1.06,2040.22,121.59,Aucune,Equipe C,À contrôler
PROC-01415,2026-04-14 06:30,Réacteur 2,Batch P2,71.98,3.38,7.61,65.79,44.26,90.5,97.87,5.37,3397.75,27.44,Aucune,Equipe A,Conforme
PROC-01416,2026-04-01 19:45,Ligne C,Batch P4,77.1,3.1,7.68,108.36,219.93,62.1,95.71,5.38,3114.82,136.36,Aucune,Equipe A,Conforme
PROC-01417,2026-05-01 14:30,Ligne B,Batch P1,65.83,3.32,7.18,127.37,125.17,108.2,80.1,5.31,2864.04,77.61,Aucune,Equipe B,Conforme
PROC-01418,2026-02-11 20:00,Ligne C,Batch P3,86.01,2.85,7.88,91.75,113.17,139.2,95.41,5.91,3340.28,70.17,Aucune,Equipe C,Conforme
PROC-01419,2026-05-02 19:30,Ligne B,Batch P1,71.67,1.85,7.0,90.43,169.49,,88.93,5.82,2796.81,105.08,Aucune,Equipe A,Conforme
PROC-01420,2026-02-16 16:45,Réacteur 2,Batch P3,71.68,4.38,7.76,147.58,131.1,70.5,80.76,1.22,1346.69,81.28,Débit,Equipe C,Conforme
PROC-01421,2026-03-23 11:15,Ligne A,Batch P4,77.78,2.65,6.98,72.97,178.39,104.4,99.0,2.29,1578.46,110.6,Aucune,Equipe C,Conforme
PROC-01422,2026-02-24 13:45,Ligne A,Batch P2,74.91,2.61,6.66,144.3,158.57,108.0,78.94,2.86,2782.48,98.31,Aucune,Equipe C,Conforme
PROC-01423,2026-04-30 22:45,Ligne C,Batch P1,68.19,2.89,7.22,100.55,191.46,103.3,84.76,6.89,3193.9,118.7,Aucune,Equipe B,Conforme
PROC-01424,2026-02-09 12:30,Réacteur 2,Batch P2,69.9,3.75,7.0,150.43,171.42,118.0,77.63,4.48,2649.97,106.28,Aucune,Equipe B,Conforme
PROC-01425,2026-02-27 10:15,Réacteur 1,Batch P2,81.83,3.34,6.41,119.35,82.82,106.5,90.93,3.86,2049.74,51.35,Aucune,Equipe A,Conforme
PROC-01426,2026-03-14 12:30,Réacteur 2,Batch P2,74.44,3.24,7.41,114.88,127.41,115.4,82.51,3.76,2979.51,79.0,Aucune,Equipe B,Conforme
PROC-01427,2026-03-31 21:45,Ligne A,Batch P1,66.59,3.23,6.64,137.49,97.35,139.3,90.26,6.62,3590.87,60.36,Aucune,Equipe A,Conforme
PROC-01428,2026-04-23 15:30,Réacteur 2,Batch P2,76.18,2.83,7.05,70.06,87.57,122.5,78.3,2.32,1248.44,54.29,Aucune,Equipe B,Conforme
PROC-01429,2026-05-13 15:00,Ligne C,Batch P3,74.42,3.21,7.56,,114.32,99.3,84.23,2.37,2929.29,70.88,Aucune,Equipe B,Conforme
PROC-01430,2026-01-14 18:00,Ligne A,Batch P1,63.79,3.74,7.41,,114.61,122.8,93.92,2.78,1200.69,71.06,Aucune,Equipe C,Conforme
PROC-01431,2026-05-05 11:00,Ligne C,Batch P3,54.84,4.96,7.72,160.92,88.31,104.4,75.59,1.12,2017.02,54.75,Aucune,Equipe A,Conforme
PROC-01432,2026-05-16 14:00,Ligne A,Batch P1,77.55,4.26,6.32,86.25,139.66,101.3,88.48,7.03,3272.99,86.59,Aucune,Equipe A,À contrôler
PROC-01433,2026-01-08 22:45,Ligne C,Batch P1,80.75,4.69,7.03,130.4,171.18,76.6,91.7,2.34,3018.17,106.13,Pression,Equipe B,Conforme
PROC-01434,2026-06-29 19:30,Ligne B,Batch P4,61.97,3.83,6.97,78.07,121.23,83.9,90.56,7.22,2121.49,75.16,Aucune,Equipe B,Conforme
PROC-01435,2026-02-04 21:30,Réacteur 1,Batch P2,71.02,4.03,7.14,107.55,228.67,98.9,91.54,7.42,1941.66,141.77,Aucune,Equipe B,Conforme
PROC-01436,2026-04-30 16:15,Ligne B,Batch P3,73.37,3.48,6.85,92.78,49.09,83.4,91.92,4.23,1495.98,30.43,Température,Equipe A,Conforme
PROC-01437,2026-05-11 13:00,Ligne A,Batch P3,62.29,4.58,8.05,92.22,150.57,64.2,82.68,4.67,2536.06,93.35,Aucune,Equipe A,Conforme
PROC-01438,2026-01-16 18:00,Ligne C,Batch P2,72.66,2.93,7.29,107.1,184.65,123.0,81.4,2.16,1185.08,114.48,Aucune,Equipe C,Conforme
PROC-01439,2026-04-15 16:30,Réacteur 2,Batch P3,64.55,3.47,6.81,163.59,129.34,69.1,81.95,,1811.34,80.19,Aucune,Equipe B,Non conforme
PROC-01440,2026-04-27 13:30,Ligne B,Batch P4,71.0,3.79,7.62,130.35,122.16,97.6,82.85,1.9,3509.99,75.74,Aucune,Equipe B,Conforme
PROC-01441,2026-04-27 07:15,Ligne A,Batch P1,77.32,2.49,6.49,95.59,298.79,88.0,86.96,3.53,2349.25,185.25,Aucune,Equipe C,Conforme
PROC-01442,2026-01-26 11:45,Ligne A,Batch P3,73.38,2.94,6.57,115.98,118.95,87.5,84.71,5.35,3258.27,73.75,Aucune,Equipe C,Conforme
PROC-01443,2026-04-30 12:45,Réacteur 1,Batch P4,72.04,2.78,6.83,113.78,126.99,119.3,78.54,3.26,1142.84,78.74,Aucune,Equipe C,Conforme
PROC-01444,2026-05-27 11:30,Réacteur 2,Batch P3,74.64,2.55,7.31,83.59,58.32,77.2,88.52,4.67,2651.15,36.16,Aucune,Equipe B,Conforme
PROC-01445,2026-06-18 14:30,Ligne B,Batch P1,72.83,1.95,7.74,90.23,139.07,69.6,91.45,6.23,1681.73,86.22,Débit,Equipe C,Conforme
PROC-01446,2026-02-13 13:30,Ligne C,Batch P2,69.43,3.28,7.15,123.66,144.32,93.6,85.15,4.13,2034.31,89.48,Température,Equipe B,Conforme
PROC-01447,2026-01-01 13:30,Ligne B,Batch P1,67.6,2.22,6.93,106.67,119.27,109.6,88.81,7.67,2210.93,73.95,pH,Equipe A,Conforme
PROC-01448,2026-05-09 11:15,Ligne B,Batch P2,65.35,3.14,6.99,,136.08,100.6,74.8,4.74,3165.62,84.37,Aucune,Equipe A,Conforme
PROC-01449,2026-06-09 14:15,Ligne C,Batch P1,67.77,2.13,7.41,77.51,201.58,82.5,88.17,3.7,3474.97,124.98,Aucune,Equipe A,À contrôler
PROC-01450,2026-02-24 17:15,Ligne C,Batch P3,61.02,3.29,7.37,105.57,61.36,91.2,82.35,1.52,2552.47,38.04,Aucune,Equipe B,Conforme
PROC-01451,2026-03-21 17:00,Ligne B,Batch P1,67.87,3.58,6.55,97.92,156.83,102.0,96.71,7.28,1822.51,97.23,Aucune,Equipe C,Conforme
PROC-01452,2026-05-29 17:45,Ligne B,Batch P3,60.54,3.17,7.94,132.62,76.89,88.4,89.81,7.87,1044.68,47.67,Aucune,Equipe B,Conforme
PROC-01453,2026-02-26 06:00,Ligne B,Batch P4,66.2,2.0,7.61,130.5,97.74,71.5,89.52,7.19,2667.87,60.6,Aucune,Equipe B,Conforme
PROC-01454,2026-06-24 10:00,Ligne B,Batch P2,68.96,2.15,6.8,117.91,144.79,86.3,83.5,5.3,2967.99,89.77,Débit,Equipe C,Conforme
PROC-01455,2026-05-19 16:15,Ligne C,Batch P2,69.47,2.56,7.2,82.79,80.83,131.3,99.0,3.02,3090.16,50.11,Aucune,Equipe C,Conforme
PROC-01456,2026-03-30 06:45,Ligne C,Batch P4,63.41,2.94,7.18,76.22,178.7,98.6,93.79,3.21,1538.79,110.79,Aucune,Equipe A,À contrôler
PROC-01457,2026-02-03 12:00,Ligne A,Batch P2,63.19,3.1,7.1,113.19,73.3,106.1,85.32,6.01,2908.8,45.44,Température,Equipe A,Conforme
PROC-01458,2026-03-11 09:00,Ligne C,Batch P1,68.07,4.19,7.39,83.51,59.97,99.0,86.86,4.39,2364.9,37.18,Aucune,Equipe A,Conforme
PROC-01459,2026-03-12 14:15,Ligne A,Batch P2,59.8,1.95,6.03,116.42,82.85,92.9,77.82,2.46,1790.83,51.36,Température,Equipe A,Conforme
PROC-01460,2026-02-14 14:30,Réacteur 2,Batch P2,66.06,3.4,6.92,144.87,118.0,111.5,77.48,2.5,2812.2,73.16,Aucune,Equipe B,Conforme
PROC-01461,2026-02-16 20:00,Ligne A,Batch P4,66.89,4.1,7.71,128.28,89.09,61.0,91.8,2.75,2448.56,55.24,Aucune,Equipe A,Conforme
PROC-01462,2026-02-09 19:00,Ligne B,Batch P3,74.77,1.67,7.51,95.4,219.53,87.7,85.74,3.91,1477.97,136.11,Aucune,Equipe A,Conforme
PROC-01463,2026-03-01 08:00,Ligne B,Batch P3,70.37,2.52,7.04,112.75,33.14,106.0,99.0,0.74,1944.2,20.54,Pression,Equipe A,Non conforme
PROC-01464,2026-04-22 17:45,Ligne C,Batch P3,69.92,3.4,6.53,88.95,174.44,105.0,78.67,2.98,1263.17,108.15,Aucune,Equipe A,Conforme
PROC-01465,2026-03-22 21:45,Réacteur 2,Batch P2,74.12,3.47,6.69,115.76,168.76,110.4,78.81,1.54,2877.22,104.63,Aucune,Equipe B,Conforme
PROC-01466,2026-06-26 22:15,Ligne B,Batch P2,73.43,2.71,7.21,102.17,166.9,127.0,88.89,3.41,2723.55,103.48,Aucune,Equipe C,Conforme
PROC-01467,2026-02-06 10:45,Ligne B,Batch P4,69.7,4.18,7.35,155.17,54.83,95.1,91.14,2.78,1566.22,34.0,Aucune,Equipe B,Conforme
PROC-01468,2026-05-09 13:45,Ligne C,Batch P1,72.98,3.97,7.53,128.01,201.41,99.7,87.32,3.8,2060.15,124.88,Aucune,Equipe A,À contrôler
PROC-01469,2026-02-19 15:45,Ligne B,Batch P1,65.44,3.33,7.51,137.27,25.43,98.4,94.85,7.21,3056.79,15.76,Aucune,Equipe A,Conforme
PROC-01470,2026-02-04 18:45,Ligne B,Batch P3,82.11,2.97,7.21,87.47,199.0,89.9,93.57,2.91,2804.68,123.38,Débit,Equipe A,Conforme
PROC-01471,2026-01-02 14:00,Ligne B,Batch P3,60.57,3.49,6.57,95.24,76.79,90.8,85.81,5.98,3296.51,47.61,Pression,Equipe C,Conforme
PROC-01472,2026-03-23 22:15,Ligne A,Batch P4,79.61,2.94,7.06,88.19,277.6,97.7,78.75,4.84,1335.36,172.11,Aucune,Equipe A,Conforme
PROC-01473,2026-04-11 11:45,Ligne B,Batch P1,70.28,4.52,7.57,71.14,87.79,84.6,77.78,0.88,1874.61,54.43,Aucune,Equipe C,Conforme
PROC-01474,2026-06-17 16:45,Réacteur 2,Batch P3,58.04,2.45,6.56,107.08,59.73,101.3,78.25,3.75,1948.1,37.03,Pression,Equipe C,Non conforme
PROC-01475,2026-04-02 11:00,Réacteur 2,Batch P3,74.54,3.18,7.0,112.29,136.51,81.5,88.53,4.33,2563.86,84.63,Pression,Equipe A,Conforme
PROC-01476,2026-04-23 08:15,Réacteur 2,Batch P1,85.58,3.9,7.95,128.42,82.43,85.4,90.94,3.87,1649.85,51.11,Pression,Equipe C,Conforme
PROC-01477,2026-02-08 15:45,Ligne A,Batch P2,57.98,3.13,6.73,125.56,178.38,109.9,74.68,3.05,3030.99,110.6,Aucune,Equipe A,À contrôler
PROC-01478,2026-04-29 17:15,Réacteur 1,Batch P2,76.46,3.26,6.77,87.21,95.42,108.0,80.68,3.25,3363.4,59.16,Aucune,Equipe B,Conforme
PROC-01479,2026-01-30 22:00,Ligne A,Batch P4,,4.15,6.64,79.36,177.11,92.7,86.09,0.0,1232.77,109.81,Aucune,Equipe A,Conforme
PROC-01480,2026-04-30 13:45,Ligne B,Batch P3,72.19,2.81,,109.13,104.62,115.7,90.33,8.04,3036.78,64.86,Aucune,Equipe A,Conforme
